食物编码,食物名称,食部,水分,能量,蛋白质,脂肪,碳水化合物,不溶性膳食纤维 ,胆固醇,灰分,总维生素A,胡萝卜素,视黄醇,硫胺素,核黄素,烟酸  ,维生素 C,维生素 E,钙,磷,钾,钠,镁,铁,锌,硒,铜,锰,备注,
,,%,g,kcal,g,g,g,g,mg,  g,HgRAE,μg,μg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,mg,mg,,
45415,芦笋(绿)[石刁柏、龙须菜],90,93.3,19,2.6,0.1,3.3,－,0,0.7,2,20,0,0.07,0.08,1.12,7,0.19,9,51,304,12.4,18,1.4,0.55,0.62,0.1,0.12,,
45416,芦笋(紫),93,93.1,22,,0.2,3.4,1.3,0,0.6,23,273,0,0.1,0.13,0.95,8.3,0.54,13,49,26,9.2,14,0.4,0.42,0.07,0.12,0.12,北京,
45417,结球菊苣(红),89,93.8,17,1.8,0.2,3.4,－,0,0.8,9,104,0,0.04,0.04,0.23,2,0.2,78,53,365,24.9,20,0.8,0.39,0.33,0.1,0.25,北京,
45418,软化白菊苣,97,94.7,17,1.5,0.2,3.1,－,0,0.5,,14,0,0.04,0.02,0.07,1,0.14,11,53,216,33.6,20,0.2,0.24,0.21,0.06,0.14,北京,
45419,穿心莲,100,95.1,17,1.7,－,2.5,－,0,0.7,－,－,0,－,－,－,3.4,0,11,－,188,3.6,9,0.2,0.04,0.01,0.03,0.16,北京,
45420,红薯叶,100,90.8,27,3.1,-,5.1,2.8,0,1,113,1351,0,0.2,0.36,－,-,1.37,180,38,115,44,58,1.2,0.21,－,0.11,0.93,广东,
45421,南瓜藤,100,93.3,17,1.7,0,3.2,－,0,1.8,35,425,0,-,0.04,－,13.5,0.59,14,53,303,1.8,16,1.1,0.35,－,0.08,0.15,浙江,
45422,三七尖,100,92.6,21,2.3,2,4,－,0,0.9,14,169,0,-,0.08,－,0,0.15,57,21,631,12.4,169,0.1,2.26,5.99,1.19,6.66,湖北,
45423,棠梨花,100,85.6,58,3.5,0.8,9.1,－,0,1,－,－,0,-,0.32,－,-,－,65,49,42,300,－,2.2,0.55,－,－,－,云南,
45424,洋丝瓜苗,81,92.2,29,4.4,0.3,2.2,－,0,0.9,－,－,0,0.04,0.23,－,4.6,－,77,72,224,25,－,3.1,0.44,－,－,－,云南,
46001,慈姑(鲜)[乌芋，白地果],89,73.6,97,4.6,0.2,19.9,1.4,0,1.7,－,－,0,0.14,0.07,1.6,4,2.16,14,157,707,39.1,24,2.2,0.99,0.92,0.22,0.39,,
46002,豆瓣菜(鲜)[西洋菜，水田芥],73,94.5,20,2.9,0.5,1.5,1.2,0,0.6,796,9550,0,0.01,0.11,0.3,52,0.59,30,26,179,61.2,9,1,0.69,0.7,0.06,0.25,广东,
46003,菱角(老，鲜)[龙角],57,73,101,4.5,0.1,21.4,1.7,0,1,1,10,0,0.19,0.06,1.5,13,－,7,93,437,5.8,49,0.6,0.62,－,0.18,0.38,江苏,
46005,蒲菜(鲜)[香蒲，甘蒲，野茭白],12,95,14,1.2,0.1,2.4,0.9,0,1.3,1,10,0,0.03,0.04,0.5,6,－,53,24,－,－,－,0.2,－,－,－,－,北京,
46006,水芹菜,60,96.2,13,1.4,0.2,1.8,0.9,0,0.4,63,380,0,0.01,0.19,1,5,0.32,38,32,212,40.9,16,6.9,0.38,0.81,0.1,0.79,上海,
46007,茭白(鲜)[茭笋，茭粑],74,92.2,26,1.2,0.2,5.9,1.9,0,0.5,5,30,0,0.02,0.03,0.5,5,0.99,4,36,209,5.8,8,0.4,0.33,0.45,0.06,0.49,,
46008,荸荠(鲜)[马蹄，地栗],78,83.6,61,1.2,0.2,14.2,1.1,0,0.8,3,20,0,0.02,0.02,0.7,7,0.65,4,44,306,15.7,12,0.6,0.34,0.7,0.07,0.11,,
46009,莼菜(瓶装)[花案菜],100,94.5,21,1.4,0.1,3.8,0.5,0,0.2,55,330,0,－,0.01,0.1,-,0.9,42,17,2,7.9,3,2.4,0.67,0.67,0.04,0.26,杭州,
46010,藕[莲藕],88,86.4,47,1.2,0.2,11.5,2.2,0,0.7,-,-,0,0.04,0.01,0.12,19,0.32,18,45,293,34.3,14,0.3,0.24,0.17,0.09,0.89,,
46011,红菱,54,51.8,165,5.7,0.3,40.9,－,0,1.3,－,－,0,－,－,－,－,－,51,79,323,18,－,1.3,1.25,－,－,－,江苏,
47101,大薯(鲜)[参薯],74,72.1,108,2.1,0.2,24.9,1.1,0,0.7,－,－,0,0.05,－,0.5,－,0.25,10,45,-,－,16,0.8,0.38,0.74,0.17,－,广东,
47102,豆薯(鲜)[凉薯，地瓜，沙葛],91,85.2,56,0.9,0.1,13.4,0.8,0,0.4,－,－,0,0.03,0.03,0.3,13,0.86,21,24,111,5.5,14,0.6,0.23,0.16,0.07,0.11,,
47103,葛(鲜)[葛署，粉葛],90,60.1,150,2.2,0.2,36.1,2.4,0,1.4,－,－,0,0.09,0.05,－,24,－,－,48,-,－,－,1.3,－,1.22,－,0.2,广东,
47104,山药(鲜)[薯蓣，大薯],83,84.8,57,1.9,0.2,12.4,0.8,0,0.7,3,20,0,0.05,0.02,0.3,5,0.24,16,34,213,18.6,20,0.3,0.27,0.55,0.24,0.12,,
47105,山药(干),100,15,327,9.4,1,70.8,1.4,0,3.8,-,-,0,0.25,0.28,－,－,0.44,62,17,269,104.2,-,0.4,0.95,3.08,0.63,0.23,河北,
47202,槟榔芋(鲜),87,76.4,90,3,0.1,19.7,1.1,0,0.8,－,－,0,0.03,0.04,0.3,6,－,45,33,－,－,25,1.4,－,1.92,0.02,－,福建,
47203,芋头[芋艿、毛芋],88,85,56,1.3,0.2,12.7,1,0,0.8,1,14,0,0.05,0.02,0.28,1.5,-,11,50,25,5.5,19,0.3,0.19,0.91,0.06,0.3,,
47204,芋头(煮),100,83,60,2.9,0.1,13,0.3,0,1,0,0,0,0.06,0.03,0.5,-,－,16,58,317,1,－,0.5,－,－,－,－,,
47301,姜(鲜)[黄姜],95,87,46,1.3,0.6,10.3,2.7,0,0.8,14,170,0,0.02,0.03,0.8,4,－,27,25,295,14.9,44,1.4,0.34,0.56,0.14,3.2,,
47302,姜(干),95,14.9,308,9.1,5.7,64,17.7,0,6.3,－,－,0,－,0.1,－,－,－,62,22,41,9.9,－,85,2.3,3.1,0.96,10.65,河北,
47303,姜(子姜，鲜)[嫩姜],82,94.5,21,0.7,0.6,3.7,0.9,0,0.5,－,－,0,－,0.01,0.3,2,,9,11,160,1.9,24,0.8,0.17,0.1,0.03,3.38,重庆,
47304,洋姜(鲜)[菊芋，鬼子姜],100,80.8,64,2.4,  -,15.8,4.3,0,1,－,－,0,0.01,0.1,1.4,5,0.88,23,27,458,11.5,24,7.2,0.34,1.31,0.19,0.21,甘肃,
48001,艾蒿,100,86.4,－,－,－,3.6,3.6,0,－,27,160,0,－,－,－,"
7.0","
0.00","
137","
60",677,0,54,7.7,0.78,－,0.28,0.84,"
BJV",
48002,白花菜,100,93.7,－,－,－,0,0,0,－,0,0,0,－,－,－,12,0,26,6,152,215.7,33,0.6,0.18,－,0.05,6,BJV,
48003,白花桔梗,100,80.9,－,－,－,－,2.9,0,－,0,0,0,－,－,－,36,3.67,44,106,146,12.2,41,3.1,0.21,－,0.05,0.02,BJV,
48004,白沙蒿(鲜)[沙蒿],100,84,232,4.3,0.9,8.5,1.9,0,2.3,733,4400,0,0.31,－,0.8,8,－,305,82,－,－,－,16.4,－,－,－,－,－,
48005,白沙蒿子(干)[沙蒿子],100,11,1722,27.9,15.1,41,,0,5,－,－,0,0.13,0.11,1.3,－,－,505,757,－,－,－,40.4,－,－,－,－,－,
48006,白薯叶(鲜)[甘薯叶],100,84,249,4.8,0.7,9,1,0,1.5,995,5968,0,0.13,0.28,1.4,56,－,174,40,495,41.6,66,3.4,0.32,－,0.64,1.41,－,
48007,百里香(鲜),100,82.8,－,－,－,－,0.2,0,－,585,3510,0,－,－,－,0,0.11,218,42,470,36.4,104,27.9,0.72,－,1.08,0.94,BJV,
48008,败酱(鲜)[胭脂麻],100,79,290,1.5,1,17.3,7.5,0,1.2,1003,6020,0,－,0.16,－,52,－,235,113,456,1.3,80,3.6,1.02,－,0.5,16.41,－,
48009,扁蓄菜(鲜)[竹节草],100,79,313,6,0.6,12.4,2.1,0,2,1592,9550,0,－,0.58,－,"
158.0",－,50,"
47",－,－,－,－,－,－,－,－,－,
48010,朝鲜蓟(鲜),100,85.4,226,2.7,0.2,10.9,1.1,0,0.8,13,80,0,0.08,0.06,0.8,11,－,255,88,220,164.5,47,1.6,0.44,－,0.07,0.66,－,
48011,刺儿菜(鲜)[小蓟，蓟蓟菜],100,87,174,4.5,0.4,5.9,1.8,0,2.2,998,5990,0,0.04,0.33,2.2,44,0.01,252,40,253,0.2,36,2.3,0.24,－,0.37,0.2,－,
48012,刺楸(鲜),100,53.9,－,－,－,－,8.1,0,－,0,0,0,－,－,－,4,0,495,125,1641,0,109,6.5,1.36,－,0.65,6.13,BJV,
48013,达乌里胡枝子(鲜)[牛枝子，豆豆苗],100,67,491,7,1,23.1,6,0,1.9,－,－,0,－,－,－,－,－,300,61,－,－,－,－,－,－,－,－,－,
48014,达乌里胡枝子子(鲜)[牛枝子子，豆豆苗子],100,10,1535,36.8,8.3,41.7,10.9,0,3.2,－,－,0,0.83,0.34,3,－,－,392,486,－,－,－,4.9,－,－,－,－,－,
48015,大玻璃草叶(鲜)[大车前]  ,100,83,206,4.4,0.3,8.8,3.1,0,3.5,760,4560,0,0.04,0.22,140,6,－,443,64,－,－,－,21.9,－,－,－,－,,
48016,大巢菜(鲜)[野苕子，野豌豆] ,100,80,264,3.8,0.5,13.6,5.5,0,2.1,－,－,0,－,－,－,－,－,270,70,－,－,－,－,－,－,－,－,,
48017,大蓟叶(鲜)[飞廉叶],100,91,158,1.5,1.4,5.5,1.4,0,0.6,508,3050,0,－,0.32,－,31,－,－,－,－,－,－,－,－,－,－,－,,
48018,地肤(鲜)[益明，扫帚苗],100,79,273,5.2,0.8,10.4,2.2,0,4.6,953,5720,0,0.15,0.31,1.6,39,－,281,66,702,62.4,118,6.5,0.52,－,0.25,0.42,,
48019,地笋(鲜)[地古牛，地瓜儿苗叶」 ,100,79,288,4.3,0.7,13.7,4.7,0,2.3,1055,6330,0,0.04,0.25,1.4,7,－,297,62,416,－,25,4.4,0.93,－,0.43,0.26,,
48020,豆腐柴(鲜),100,82.1,－,－,－,－,7.8,"
0",－,0,0,"
0",－,－,－,2,0,126,97,444,0,38,6.2,1.36,－,0.22,12.68,BJV,
48021,独行菜(鲜),100,86,75,2,－,－,1.6,0,－,655,3930,0,－,－,－,55,0.23,188,124,335,120.8,42,4.7,0.9,－,0.06,0.36,BJV,
48022,独行菜(宽，鲜),100,86.4,－,－,－,－,1.7,0,－,595,3570,0,－,－,－,45,0.27,183,119,416,142.5,38,5.6,1.21,－,0.09,0.42,BJV,
48024,胡枝子(鲜)[山豆子],100,61,579,5.3,2.2,29.6,10.5,0,1.9,－,－,0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,
48025,槐花(鲜)[洋槐花，豆槐花],100,78,344,3.1,0.7,17,2.2,0,1.2,67,400,0,0.04,0.18,"
6.60","
30.0",－,"
83","
69",－,－,－,"
3.6",－,－,－,－,,
48026,黄麻叶(鲜),100,87.7,177,4.7,0.3,5.8,1.2,0,1.6,556,－,0,0.13,0.55,1.3,37,－,208,83,559,8,64,4.8,－,－,－,－,USA,
48027,碱蓬(鲜)[棉蓬，猪毛菜],100,89,138,2.8,0.3,5.2,0.9,0,2.7,667,4000,0,0.26,0.28,0.7,86,－,480,34,－,－,－,8.3,－,－,－,－,,
48028,苦苦菜(鲜),100,88.2,174,2.5,0.9,6.8,1.8,0,1.6,357,2140,0,－,－,－,62,－,－,－,－,－,－,－,－,－,－,－,甘肃,
48029,轮叶党参,100,85.7,－,－,－,－,4,0,－,92,550,0,－,－,－,29,0.23,68,87,89,0,54,2.8,0.5,－,0.27,0.25,BJV,
48030,罗勒[兰香],100,88.4,108,3.8,,4.6,3.9,0,－,410,2460,0,－,－,－,5,0,285,65,576,5.7,106,4.4,0.52,－,0.91,0.68,BJV,
48031,"马齿苋(鲜)[长寿菜，瓜子菜]
马兰头(鲜)[马兰，鸡儿肠",100,92,117,2.3,0.5,3.9,0.7,0,1.3,372,2230,0,0.03,0.11,0.7,23,,85,56,－,－,－,1.5,－,－,－,－,,
48032,路边菊],100,91.4,119,2.4,0.4,4.6,1.6,0,1.2,340,2040,0,0.06,0.13,0.8,26,0.72,67,38,285,15.2,14,2.4,0.87,0.75,0.13,0.44,,
48033,麦瓶草(鲜)[米瓦罐],100,88,159,4.5,0.5,4.4,1,0,2.6,693,4160,0,0.02,0.27,1.6,49,,153,55,－,－,－,4.5,－,－,－,－,,
48034,牛至,100,82.4,－,－,－,－,0.4,0,,685,4110,0,－,－,－,43,0.09,218,51,442,16.2,66,10.7,0.89,,0.9,0.6,BJV,
48035,牛蒡叶(鲜),100,87,174,4.7,0.8,5.1,2.4,0,2.4,650,3900,0,0.02,0.29,"
1.10","
25.0",－,"
242","
61",－,－,－,"
7.6",－,－,－,－,,
48036,爬景天(鲜)[石头菜],100,94,87,0.6,0.7,3.5,0.9,0,1.2,105,630,0,0.08,0.14,0.3,18,－,260,23,－,－,－,3.5,－,－,－,－,,
48037,喷瓜,100,92,－,－,－,－,0.3,0,－,30,180,0,－,－,－,17,1.23,74,35,203,2.9,22,2.3,0.28,,0.33,0.12,BJV,
48038,婆罗门参(白，鲜),100,76.8,－,－,－,－,0.3,0,－,0,0,0,－,－,－,2,1.16,61,72,443,7.5,37,5.1,0.48,－,0.37,0.54,BJV,
48039,婆罗门参(黑，鲜)[鸦葱],100,84.6,－,－,0.1,－,0.3,0,－,0,0,0,－,－,－,2,0.03,50,83,67,73.1,51,2.3,0.47,－,0.24,0.4,BJV,
48040,"蒲公英叶(鲜)[黄花苗叶，
孛孛丁叶]",100,84,221,4.8,1.1,7,2.1,0,3.1,1225,7350,0,0.03,0.39,1.9,47,0.02,216,93,327,76,54,4,0.35,－,0.44,0.58,,
48041,掐不齐(鲜)[鸡眼草，牛黄草],100,67,462,6.1,1.4,23.6,10.5,0,1.9,2100,12600,0,－,0.8,－,"
270.0",－,－,－,－,－,－,－,－,－,－,－,－,
48042,清明菜(鲜)[鼠曲菜],100,85,206,3.1,0.6,8.9,2.1,0,2.4,365,2190,0,0.03,0.24,1.4,28,－,218,66,－,－,－,7.4,－,－,－,－,－,
48044,沙参叶(鲜)[白参],100,74,390,0.8,1.6,21.6,5.4,0,2,978,5870,0,－,－,2.7,104,－,585,180,－,－,－,,－,－,－,－,－,
48045,沙蓬子(鲜)[沙米],100,13,1459,21.5,8.1,50.6,6.3,0,6.8,－,－,0,0.21,0.1,0.5,－,－,686,542,－,－,－,57.1,－,－,－,－,－,
48046,山苦英叶(鲜)[启明菜叶],100,90,139,2.2,0.4,5.6,0.8,0,1.8,663,3980,0,0.1,0.27,1,28,－,150,59,－,－,－,5.2,－,－,－,－,－,
48047,食用大黄(鲜),100,93.1,39,1.6,－,1.5,1.5,0,－,2,10,0,－,－,－,5,0,107,31,502,5,38,0.9,0.16,－,0.53,0.05,BJV,
48048,食用黄麻,100,80.8,94,0.9,0.1,－,0.3,0,－,872,5230,0,－,－,－,73,0.03,398,103,562,0,55,4.1,0.69,－,0.38,1,BJV,
48049,酸模(鲜),100,95.6,72,1.7,0.2,－,1,0,－,3,20,0,－,－,－,25,0.05,28,21,228,0,26,0.6,0.15,－,0.04,0.12,BJV,
48050,汤菜(鲜),100,93.2,99,1.8,0.5,3.4,0.8,0,1.1,68,410,0,－,0.68,0.6,57,1.55,131,27,239,28,36,5.8,0.12,－,0.13,－,武汉,
48051,土三七(鲜)[景天三七],100,87,200,2.1,0.7,9,1.5,0,1.2,423,2540,0,0.05,0.07,0.9,90,－,315,39,－,－,－,3.2,－,－,－,－,－,
48052,歪头菜(鲜)[草豆，二叶荻],100,78,308,2.5,0.3,17.9,5.4,0,1.3,905,5430,0,－,－,－,118,－,298,43,－,－,－,－,－,－,－,－,－,
48053,梧桐子(鲜)[瓢儿果],100,3,2341,23.6,38.8,30.1,2.2,0,4.5,－,－,0,－,－,－,－,－,27,212,－,－,－,4.8,－,－,－,－,－,
48054,夏枯草(鲜)[铁色草],100,81,265,2.5,0.7,12.7,1.9,0,3.1,627,3760,0,－,0.21,1.2,28,－,,—,－,－,－,－,－,－,－,－,－,
48055,香椿(鲜)[香椿芽],76,85.2,211,1.7,0.4,10.9,1.8,0,1.8,117,700,0,0.07,0.12,0.9,40,0.99,96,147,172,4.6,36,3.9,2.25,0.42,0.09,0.35,－,
48056,香茅,100,80.5,72,1.7,0.2,－,0.4,0,,500,3000,0,－,－,－,"
46.0","
0.00","
120","
62",599,0,46,6,0.89,－,1.01,1.22,BJV,
48057,小旋花(鲜)[狗儿蔓],100,81,251,－,0.5,15.4,3.1,0,3.1,880,5280,0,0.02,0.59,2,54,－,422,46,－,－,－,10.1,－,－,－,－,－,
48058,鸭跖草(鲜)[竹叶菜，淡竹叶],100,89,144,2.8,0.3,5.7,1.2,0,2.2,698,4190,0,0.03,0.29,0.9,87,－,206,39,－,－,－,5.4,－,－,－,－,－,
48059,野葱(鲜)[沙葱，麦葱],100,89,152,2.7,0.2,6.7,1.5,0,1.4,500,3000,0,0.31,－,"
0.70","
64.0",－,279,"
43",－,－,－,4.1,－,－,－,－,－,
48060,野韭菜(鲜)[山韭],100,86,182,3.7,0.9,7.2,4.1,0,2.2,235,1410,0,0.03,0.11,"
  0.70","
21.0",－,129,47,－,－,－,5.4,－,－,－,－,－,
48061,野菊(鲜),"
100","
85.0","
195",3.2,0.5,"
9.0","
3.4","
0","
2.3",－,－,"
0",－,－,－,－,－,178,41,－,－,－,－,－,－,－,－,－,
48062,野蒜(鲜)[小蒜，野葱],82,90.4,144,1,0.4,7.7,2,0,0.5,113,680,0,0.03,0.12,0.5,28,0.24,89,38,231,17.2,13,1.2,0.5,1.23,0.03,0.26,－,
48039,婆罗门参(黑，鲜)[鸦葱]蒲公英叶(鲜)[黄花苗叶，,"
100","
84.6",－,－,"
0.1",－,"
0.3","
0",－,"
0","
0","
0",－,－,－,2,0.03,50,83,67,73.1,51,2.3,0.47,－,0.24,0.4,BJV,
48040,孛孛丁叶],100,84,221,4.8,1.1,7,2.1,0,3.1,1225,7350,0,0.03,0.39,1.9,47,0.02,216,93,327,76,54,4,0.35,－,0.44,0.58,,
48041,掐不齐(鲜)[鸡眼草，牛黄草],100,67,462,6.1,1.4,23.6,10.5,0,1.9,2100,12600,0,－,0.8,－,"
270.0",－,－,－,－,－,－,－,－,－,－,－,－,
48042,清明菜(鲜)[鼠曲菜],100,85,206,3.1,0.6,8.9,2.1,0,2.4,365,2190,0,0.03,0.24,1.4,28,－,218,66,－,－,－,7.4,－,－,－,－,－,
48044,沙参叶(鲜)[白参],100,74,390,0.8,1.6,21.6,5.4,0,2,978,5870,0,－,－,2.7,104,－,585,180,－,－,－,,－,－,－,－,－,
48045,沙蓬子(鲜)[沙米],100,13,1459,21.5,8.1,50.6,6.3,0,6.8,－,－,0,0.21,0.1,0.5,－,－,686,542,－,－,－,57.1,－,－,－,－,－,
48046,山苦英叶(鲜)[启明菜叶],100,90,139,2.2,0.4,5.6,0.8,0,1.8,663,3980,0,0.1,0.27,1,28,－,150,59,－,－,－,5.2,－,－,－,－,－,
48047,食用大黄(鲜),100,93.1,39,1.6,－,1.5,1.5,0,－,2,10,0,－,－,－,5,0,107,31,502,5,38,0.9,0.16,－,0.53,0.05,BJV,
48048,食用黄麻,100,80.8,94,0.9,0.1,－,0.3,0,－,872,5230,0,－,－,－,73,0.03,398,103,562,0,55,4.1,0.69,－,0.38,1,BJV,
48049,酸模(鲜),100,95.6,72,1.7,0.2,－,1,0,－,3,20,0,－,－,－,25,0.05,28,21,228,0,26,0.6,0.15,－,0.04,0.12,BJV,
48050,汤菜(鲜),100,93.2,99,1.8,0.5,3.4,0.8,0,1.1,68,410,0,－,0.68,0.6,57,1.55,131,27,239,28,36,5.8,0.12,－,0.13,－,武汉,
48051,土三七(鲜)[景天三七],100,87,200,2.1,0.7,9,1.5,0,1.2,423,2540,0,0.05,0.07,0.9,90,－,315,39,－,－,－,3.2,－,－,－,－,－,
48052,歪头菜(鲜)[草豆，二叶荻],100,78,308,2.5,0.3,17.9,5.4,0,1.3,905,5430,0,－,－,－,118,－,298,43,－,－,－,－,－,－,－,－,－,
48053,梧桐子(鲜)[瓢儿果],100,3,2341,23.6,38.8,30.1,2.2,0,4.5,－,－,0,－,－,－,－,－,27,212,－,－,－,4.8,－,－,－,－,－,
48054,夏枯草(鲜)[铁色草],100,81,265,2.5,0.7,12.7,1.9,0,3.1,627,3760,0,－,0.21,1.2,28,－,,—,－,－,－,－,－,－,－,－,－,
48055,香椿(鲜)[香椿芽],76,85.2,211,1.7,0.4,10.9,1.8,0,1.8,117,700,0,0.07,0.12,0.9,40,0.99,96,147,172,4.6,36,3.9,2.25,0.42,0.09,0.35,－,
48056,"
香茅",100,80.5,72,1.7,0.2,－,0.4,0,－,500,3000,0,－,－,－,"
46.0","
0.00","
120","
62",599,0,46,6,0.89,－,1.01,1.22,BJV,
48057,小旋花(鲜)[狗儿蔓],100,81,251,－,0.5,15.4,3.1,0,3.1,880,5280,0,0.02,0.59,2,54,－,422,46,－,－,－,10.1,－,－,－,－,－,
48058,鸭跖草(鲜)[竹叶菜，淡竹叶],100,89,144,2.8,0.3,5.7,1.2,0,2.2,698,4190,0,0.03,0.29,0.9,87,－,206,39,－,－,－,5.4,－,－,－,－,－,
48059,野葱(鲜)[沙葱，麦葱],100,89,152,2.7,0.2,6.7,1.5,0,1.4,500,3000,0,0.31,－,"
0.70","
64.0",－,279,"
43",－,－,－,4.1,－,－,－,－,－,
48060,野非菜(鲜)[山韭],100,86,182,3.7,0.9,7.2,4.1,0,2.2,235,1410,0,0.03,0.11,"
  0.70","
21.0",－,129,47,－,－,－,5.4,－,－,－,－,－,
48061,野菊(鲜),"
100","
85.0","
195","
3.2","
 0.5","
9.0","
3.4","
0","
2.3",－,－,"
0",－,－,－,－,－,178,41,－,－,－,－,－,－,－,－,－,
48062,野蒜(鲜)[小蒜，野葱],82,90.4,144,1,0.4,7.7,2,0,0.5,113,680,0,0.03,0.12,0.5,28,0.24,89,38,231,17.2,13,1.2,0.5,1.23,0.03,0.26,广东,
48063,野苋菜(鲜)[假苋菜],100,80,260,5.5,0.6,9.5,1.6,0,4.4,1192,7150,0,0.05,0.36,2.1,153,－,610,93,－,－,－,－,－,－,－,－,－,
48064,茵陈蒿(鲜)[茵陈],100,79,273,5.6,0.4,12,4.4,0,3,837,5020,0,0.05,0.35,0.2,2,－,257,97,－,－,－,21,－,－,－,－,－,
48065,榆钱(鲜),100,85.2,187,4.8,0.4,7.6,4.3,0,2,122,730,0,0.04,0.12,0.9,11,0.54,62,104,134,0.7,47,7.9,3.27,0.36,0.24,0.78,山东,
48067,珍珠花菜,100,84.9,72,1.7,0.2,－,0,0,－,0,0,0,－,－,一,19,0,155,35,495,0.7,63,5.5,0.74,－,0.21,0.85,BJV,
48068,紫花桔梗,100,81.4,94,0.9,0.1,－,2.9,0,－,0,0,0,－,－,一,32,0,46,53,24,16.7,27,3.6,0.4,－,0.1,0.21,BJV,
48069,紫萼香茶菜,100,77,72,1.7,0.2,－,6.9,0,－,712,4270,0,－,－,－,2,0,356,106,670,8.4,229,10.9,1.27,－,1.39,0.85,BJV,
48070,"
苣荚菜(尖叶)[取英菜，苦麻子]",100,88.4,75,2,0,－,0.2,0,－,907,5440,0,－,－,－,"
33.0","
0.05","
218","
30","
237",7.5,52,9.7,0.49,－,1.07,0.55,BJV,
48072,苜蓿子(干)[紫苜蓿子],100,11,1501,36.4,8.7,39.9,12.4,0,4,,,0,0.41,0.21,0.7,－,－,595,520,－,－,－,59.5,－,－,－,－,－,
48073,茴芹(鲜),100,83,94,0.9,0.1,17,－,0,－,－,－,0,,,－,76,－,－,－,－,－,－,－,－,－,－,－,－,
48074,荞菜(鲜)[野荞],65,95.6,54,0.7,0.2,2.7,1.2,0,0.8,48,290,0,0.02,0.02,1.8,5,0.27,89,26,262,109.4,9,1.1,0.42,1.5,0.05,0.19,广东,
48075,萎蒿(鲜),100,87.4,239,3.7,0.7,9,0,0,－,0,0,0,－,－,－,1,0,17,8,40,1,2,0.5,0.2,一,0.05,0.02,BJV,
48076,蕨菜(鲜)[龙头菜，如意菜],100,88.6,177,1.6,0.4,9,1.8,0,0.4,183,1100,0,－,－,－,23,0.78,17,50,292,一,30,4.2,0.6,一,0.16,0.32,,
48077,蕨菜(脱水),100,7.2,1265,6.6,0.9,79.7,25.5,0,5.6,－,－,0,－,0.16,2.7,3,0.53,851,253,59,20.4,82,23.7,18.11,6.34,2.79,2.31,兰州,
48078,蕨麻(干)[鹅绒委陵菜],100,8,1492,12.6,1.4,75,3.2,0,3,107,640,0,0.06,－,3.3,－,－,123,334,－,－,－,24.4,－,－,－,－,－,
48079,枸杞菜(鲜)[枸杞，地骨],49,87.8,197,5.6,1.1,4.5,1.6,0,1,592,3550,0,0.08,0.32,1.3,58,2.99,36,32,170,29.8,74,2.4,0.21,0.35,0.21,0.37,广东,
48080,酢浆草(鲜)[酸酸草，酸溜溜],100,84,278,3.1,0.5,12.4,－,0,－,873,5240,0,0.25,0.31,－,127,－,27,125,－,－,－,5.6,－,－,－,－,－,
48081,苦苣菜[苦菜、天精菜],100,90.3,136,3.1,0.6,4.5,1.7,0,1.5,9055,54330,0,0.11,0.16,0.7,3,2.73,230,53,350,17.3,58,6.5,0.61,－,0.09,一,,
48082,苜蓿[草头、金花菜],95,90.2,148,5,0.7,2.9,1.4,0,1.2,915,5490,0,0.02,0.17,1,102,2.82,112,22,32,26.2,11,2.8,0.25,0.11,0.04,0.13,上海,
48083,鱼腥草(叶)[戰菜、臭菜],100,84.9,131,2.1,0.1,10.7,－,0,2.3,-,-,0,0.03,0.12,1.04,16,1.28,57,31,494,21.6,145,2.3,0.4,1.25,0.09,1,北京,
48084,鱼腥草(根),86,77.4,261,2.1,0.1,19.5,－,0,1,7,41,0,0.09,0.06,0.78,3,0.26,74,55,469,42.4,27,2.3,0.69,0.43,0.11,1.28,北京,
48085,"
刺五加尖",74,82.3,69,4.8,1,10.2,－,0,1.7,－,－,0,0.09,0.29,－,"
11.5",－,"
176","
85",458,23,－,5.6,0.97,－,－,－,"
云南",
48086,枸杞叶,100,90.3,34,3,1.3,5.3,－,0,1.2,－,－,0,0.02,0.15,－,24,－,146,31,412,23.5,－,2.2,0.44,－,0.13,0.56,广西,
48087,灰灰菜(干，藜),100,10.2,312,18.3,1.5,56.2,－,0,13.8,－,－,0,0.08,0.3,－,-,1.15,1489,227,2198,1271.9,468,10.3,2.3,－,0.49,8.54,陕西,
48088,荆芥,52,91.9,26,2.6,－,4.3,－,0,1.2,14,164,0,0.1,0.29,－,7.7,6.49,210,36,282,16,67,9.8,0.35,－,0.15,0.85,河南,
51001,草菇[大黑头细花草、稻菇],100,92.3,27,2.7,0.2,4.3,1.6,0,0.5,－,－,0,0.08,0.34,8,－,0.4,17,33,179,73,21,1.3,0.6,0.02,0.4,0.09,广东,
51002,大红菇(干)[草质红菇],100,15.5,263,24.4,2.8,50.9,31.6,0,6.4,7,80,0,0.26,6.9,19.5,2,－,1,523,228,1.7,30,7.5,3.5,10.64,2.3,0.91,福建,
51003,地衣(水浸),100,96.4,10,1.5,-,1.8,1.8,0,1,18,220,0,0.02,0.28,0.5,-,2.24,14,53,102,10.7,275,21.1,5,9.54,1.13,7.74,甘肃,
